0.30	0.30	0.50	6.78	7.87	83.00
0.30	0.30	0.70	6.82	6.97	52.00
0.30	0.30	0.90	6.61	6.90	53.00
0.30	0.50	0.10	11.86	18.20	163.00
0.30	0.50	0.30	5.39	5.51	53.00
0.30	0.50	0.50	4.68	4.17	44.00
0.30	0.50	0.70	4.52	3.89	35.00
0.30	0.50	0.90	4.78	3.87	30.00
0.30	0.70	0.10	8.81	12.51	148.00
0.30	0.70	0.30	4.54	3.81	29.00
0.30	0.70	0.50	4.00	2.94	26.00
0.30	0.70	0.70	3.99	2.74	19.00
0.30	0.70	0.90	4.04	2.74	24.00
0.30	0.90	0.10	6.92	10.13	153.00
0.30	0.90	0.30	3.94	3.02	34.00
0.30	0.90	0.50	3.53	2.20	18.00
0.30	0.90	0.70	3.51	2.21	20.00
0.30	0.90	0.90	3.67	2.23	17.00
0.40	0.10	0.10	92.42	208.49	1310.00
0.40	0.10	0.30	27.06	56.30	448.00
0.40	0.10	0.50	19.13	38.51	406.00
0.40	0.10	0.70	16.56	30.92	276.00
0.40	0.10	0.90	15.80	30.96	281.00
0.40	0.30	0.10	17.29	34.82	302.00
0.40	0.30	0.30	7.14	10.49	108.00
0.40	0.30	0.50	5.82	7.04	68.00
0.40	0.30	0.70	5.60	5.83	41.00
0.40	0.30	0.90	6.01	6.24	44.00
0.40	0.50	0.10	10.15	18.24	154.00
0.40	0.50	0.30	5.04	5.33	49.00
0.40	0.50	0.50	4.23	3.45	30.00
0.40	0.50	0.70	4.12	3.33	29.00
0.40	0.50	0.90	4.39	3.67	38.00
0.40	0.70	0.10	6.74	9.69	95.00
0.40	0.70	0.30	4.04	3.62	39.00
0.40	0.70	0.50	3.82	2.93	30.00
0.40	0.70	0.70	3.84	2.55	17.00
0.40	0.70	0.90	3.84	2.49	18.00
0.40	0.90	0.10	5.75	7.04	65.00
0.40	0.90	0.30	3.68	2.36	19.00
0.40	0.90	0.50	3.39	2.09	18.00
0.40	0.90	0.70	3.62	2.35	26.00
0.40	0.90	0.90	3.51	2.11	16.00
0.50	0.10	0.10	89.47	222.83	2325.00
0.50	0.10	0.30	24.01	59.66	740.00
0.50	0.10	0.50	14.71	30.89	271.00
0.50	0.10	0.70	13.31	28.41	433.00
0.50	0.10	0.90	14.51	28.10	192.00
0.50	0.30	0.10	15.28	34.94	277.00
0.50	0.30	0.30	6.37	9.43	78.00
0.50	0.30	0.50	5.41	6.45	57.00
0.50	0.30	0.70	5.09	5.85	60.00
0.50	0.30	0.90	5.50	6.80	73.00
0.50	0.50	0.10	8.26	14.75	171.00
0.50	0.50	0.30	4.62	4.50	33.00
0.50	0.50	0.50	3.96	3.36	28.00
0.50	0.50	0.70	3.89	3.13	26.00
0.50	0.50	0.90	3.97	3.21	35.00
0.50	0.70	0.10	5.85	8.34	82.00
0.50	0.70	0.30	3.84	3.01	30.00
0.50	0.70	0.50	3.50	2.55	33.00
0.50	0.70	0.70	3.58	2.29	18.00
0.50	0.70	0.90	3.80	2.60	19.00
0.50	0.90	0.10	5.39	6.98	65.00
0.50	0.90	0.30	3.47	2.42	19.00
0.50	0.90	0.50	3.37	2.08	16.00
0.50	0.90	0.70	3.51	2.16	18.00
0.50	0.90	0.90	3.56	2.31	20.00
0.60	0.10	0.10	81.41	227.75	1985.00
0.60	0.10	0.30	17.79	47.37	427.00
0.60	0.10	0.50	11.23	25.23	250.00
0.60	0.10	0.70	8.91	18.60	165.00
0.60	0.10	0.90	12.36	27.68	331.00
0.60	0.30	0.10	11.85	29.47	296.00
0.60	0.30	0.30	5.23	7.30	70.00
0.60	0.30	0.50	4.80	5.83	64.00
0.60	0.30	0.70	4.39	4.95	54.00
0.60	0.30	0.90	4.71	5.39	48.00
0.60	0.50	0.10	6.74	12.75	148.00
0.60	0.50	0.30	4.08	4.84	51.00
0.60	0.50	0.50	3.40	2.63	23.00
0.60	0.50	0.70	3.75	3.07	23.00
0.60	0.50	0.90	3.97	3.25	31.00
0.60	0.70	0.10	5.10	7.56	73.00
0.60	0.70	0.30	3.74	3.30	29.00
0.60	0.70	0.50	3.36	2.38	30.00
0.60	0.70	0.70	3.27	2.07	20.00
0.60	0.70	0.90	3.51	2.22	20.00
0.60	0.90	0.10	4.49	5.34	65.00
0.60	0.90	0.30	3.20	2.04	15.00
0.60	0.90	0.50	3.29	1.87	16.00
0.60	0.90	0.70	3.27	1.88	15.00
0.60	0.90	0.90	3.54	2.14	18.00
0.70	0.10	0.10	58.49	174.17	1469.00
0.70	0.10	0.30	13.74	37.32	334.00
0.70	0.10	0.50	10.13	25.14	296.00
0.70	0.10	0.70	10.26	24.43	280.00
0.70	0.10	0.90	10.95	24.80	228.00
0.70	0.30	0.10	11.45	33.21	372.00
0.70	0.30	0.30	4.71	7.11	78.00
0.70	0.30	0.50	4.34	5.20	47.00
0.70	0.30	0.70	4.37	5.09	51.00
0.70	0.30	0.90	4.23	4.96	54.00
0.70	0.50	0.10	6.32	14.18	208.00
0.70	0.50	0.30	3.84	3.69	36.00
0.70	0.50	0.50	3.56	2.90	25.00
0.70	0.50	0.70	3.45	2.53	22.00
0.70	0.50	0.90	3.82	3.19	28.00
0.70	0.70	0.10	4.46	6.62	80.00
0.70	0.70	0.30	3.51	3.12	36.00
0.70	0.70	0.50	3.23	2.16	20.00
0.70	0.70	0.70	3.36	2.16	19.00
0.70	0.70	0.90	3.46	2.29	19.00
0.70	0.90	0.10	4.07	5.27	71.00
0.70	0.90	0.30	3.24	2.28	26.00
0.70	0.90	0.50	3.11	1.73	13.00
0.70	0.90	0.70	3.27	1.95	18.00
0.70	0.90	0.90	3.56	2.30	25.00
0.80	0.10	0.10	51.95	181.92	1727.00
0.80	0.10	0.30	11.52	35.07	392.00
0.80	0.10	0.50	9.12	24.75	288.00
0.80	0.10	0.70	8.72	21.89	224.00
0.80	0.10	0.90	9.54	24.56	241.00
0.80	0.30	0.10	10.22	30.41	395.00
0.80	0.30	0.30	4.37	6.24	88.00
0.80	0.30	0.50	4.24	5.09	59.00
0.80	0.30	0.70	4.02	4.52	43.00
0.80	0.30	0.90	4.09	4.68	39.00
0.80	0.50	0.10	5.82	10.47	85.00
0.80	0.50	0.30	3.79	4.23	69.00
0.80	0.50	0.50	3.39	2.79	34.00
0.80	0.50	0.70	3.43	2.62	19.00
0.80	0.50	0.90	3.56	2.77	30.00
0.80	0.70	0.10	4.49	7.28	93.00
0.80	0.70	0.30	3.30	2.50	22.00
0.80	0.70	0.50	3.24	2.06	17.00
0.80	0.70	0.70	3.32	2.15	21.00
0.80	0.70	0.90	3.45	2.22	18.00
0.80	0.90	0.10	3.82	4.62	52.00
0.80	0.90	0.30	3.21	2.06	19.00
0.80	0.90	0.50	3.21	2.00	17.00
0.80	0.90	0.70	3.16	1.69	15.00
0.80	0.90	0.90	3.43	2.16	19.00
0.90	0.10	0.10	36.75	151.19	2139.00
0.90	0.10	0.30	9.18	29.68	375.00
0.90	0.10	0.50	7.22	19.11	256.00
0.90	0.10	0.70	7.50	20.59	252.00
0.90	0.10	0.90	6.78	18.33	203.00
0.90	0.30	0.10	8.02	23.89	280.00
0.90	0.30	0.30	3.92	5.49	57.00
0.90	0.30	0.50	3.46	3.70	40.00
0.90	0.30	0.70	3.71	4.27	35.00
0.90	0.30	0.90	3.55	3.92	44.00
0.90	0.50	0.10	4.18	6.99	88.00
0.90	0.50	0.30	3.24	2.80	30.00
0.90	0.50	0.50	3.26	2.53	24.00
0.90	0.50	0.70	3.20	2.37	23.00
0.90	0.50	0.90	3.45	2.80	31.00
0.90	0.70	0.10	3.94	5.41	52.00
0.90	0.70	0.30	3.15	2.50	32.00
0.90	0.70	0.50	3.19	2.10	19.00
0.90	0.70	0.70	3.16	2.08	27.00
0.90	0.70	0.90	3.21	1.95	14.00
0.90	0.90	0.10	3.63	4.54	65.00
0.90	0.90	0.30	2.98	1.96	19.00
0.90	0.90	0.50	2.98	1.70	21.00
0.90	0.90	0.70	3.23	1.92	20.00
0.90	0.90	0.90	3.33	1.92	13.00
1.00	0.10	0.10	30.88	139.57	1596.00
1.00	0.10	0.30	8.99	30.39	315.00
1.00	0.10	0.50	5.68	15.80	216.00
1.00	0.10	0.70	6.44	16.99	221.00
1.00	0.10	0.90	6.69	18.29	272.00
1.00	0.30	0.10	5.96	18.52	256.00
1.00	0.30	0.30	4.15	6.63	94.00
1.00	0.30	0.50	3.45	4.05	41.00
1.00	0.30	0.70	3.45	3.76	33.00
1.00	0.30	0.90	3.43	3.70	48.00
1.00	0.50	0.10	4.13	8.13	104.00
1.00	0.50	0.30	3.20	2.86	32.00
1.00	0.50	0.50	3.19	2.50	21.00
1.00	0.50	0.70	3.14	2.26	25.00
1.00	0.50	0.90	3.04	2.19	28.00
1.00	0.70	0.10	3.93	6.76	92.00
1.00	0.70	0.30	2.95	2.19	28.00
1.00	0.70	0.50	2.96	1.81	16.00
1.00	0.70	0.70	3.00	1.73	16.00
1.00	0.70	0.90	3.11	1.81	18.00
1.00	0.90	0.10	3.52	4.49	53.00
1.00	0.90	0.30	3.03	1.95	18.00
1.00	0.90	0.50	2.97	1.49	10.00
1.00	0.90	0.70	3.04	1.68	15.00
1.00	0.90	0.90	3.26	1.94	17.00
